customer_id,customer_name,segment,region,sale_id,sale_date,sale_value,product,sale_month
CUST0424,Cliente 424,Média Empresa,Norte,SALE0569,2025-08-02 10:37:23.101533,4200.58,Produto A,2025-08
CUST0425,Cliente 425,Pequena Empresa,Norte,SALE0648,2025-04-04 10:37:23.101889,4495.81,Serviço X,2025-04
CUST0426,Cliente 426,Média Empresa,Sudeste,,,,,
CUST0427,Cliente 427,Média Empresa,Centro-Oeste,,,,,
CUST0428,Cliente 428,Grande Empresa,Sudeste,SALE0680,2025-03-06 10:37:23.101991,1844.04,Produto B,2025-03
CUST0429,Cliente 429,Pequena Empresa,Norte,,,,,
CUST0430,Cliente 430,Pequena Empresa,Sul,,,,,
CUST0431,Cliente 431,Pequena Empresa,Norte,SALE0652,2025-01-02 10:37:23.101902,3118.49,Serviço Y,2025-01
CUST0432,Cliente 432,Grande Empresa,Centro-Oeste,,,,,
CUST0433,Cliente 433,Média Empresa,Norte,,,,,
CUST0434,Cliente 434,Pequena Empresa,Centro-Oeste,,,,,
CUST0435,Cliente 435,Pequena Empresa,Centro-Oeste,SALE0331,2024-10-22 10:37:23.100767,3546.53,Produto A,2024-10
CUST0436,Cliente 436,Grande Empresa,Centro-Oeste,,,,,
CUST0437,Cliente 437,Pequena Empresa,Centro-Oeste,SALE0244,2024-10-15 10:37:23.100466,1819.54,Serviço X,2024-10
CUST0437,Cliente 437,Pequena Empresa,Centro-Oeste,SALE0391,2025-03-19 10:37:23.100962,746.85,Produto B,2025-03
CUST0438,Cliente 438,Grande Empresa,Centro-Oeste,SALE0392,2025-04-26 10:37:23.100965,2590.53,Serviço X,2025-04
CUST0439,Cliente 439,Grande Empresa,Sul,,,,,
CUST0440,Cliente 440,Pequena Empresa,Sudeste,SALE0497,2025-06-26 10:37:23.101301,254.19,Serviço X,2025-06
CUST0441,Cliente 441,Pequena Empresa,Nordeste,,,,,
CUST0442,Cliente 442,Autônomo,Sudeste,,,,,
CUST0443,Cliente 443,Pequena Empresa,Centro-Oeste,,,,,
CUST0444,Cliente 444,Pequena Empresa,Sul,,,,,
CUST0445,Cliente 445,Grande Empresa,Norte,,,,,
CUST0446,Cliente 446,Autônomo,Sul,SALE0070,2024-11-16 10:37:23.099844,3541.55,Serviço X,2024-11
CUST0447,Cliente 447,Autônomo,Centro-Oeste,SALE0090,2025-03-04 10:37:23.099916,2490.49,Serviço X,2025-03
CUST0447,Cliente 447,Autônomo,Centro-Oeste,SALE0124,2025-04-28 10:37:23.100061,3003.32,Serviço X,2025-04
CUST0448,Cliente 448,Grande Empresa,Sul,SALE0008,2024-11-09 10:37:23.099639,2889.58,Produto A,2024-11
CUST0449,Cliente 449,Pequena Empresa,Sul,SALE0485,2025-06-11 10:37:23.101264,2410.35,Produto A,2025-06
CUST0449,Cliente 449,Pequena Empresa,Sul,SALE0582,2024-11-29 10:37:23.101584,1708.71,Produto B,2024-11
CUST0450,Cliente 450,Pequena Empresa,Centro-Oeste,,,,,
CUST0451,Cliente 451,Grande Empresa,Sul,,,,,
CUST0452,Cliente 452,Média Empresa,Nordeste,,,,,
CUST0453,Cliente 453,Média Empresa,Nordeste,SALE0734,2025-08-04 10:37:23.102163,4831.98,Produto A,2025-08
CUST0454,Cliente 454,Autônomo,Sul,SALE0308,2025-05-05 10:37:23.100681,3647.97,Serviço X,2025-05
CUST0454,Cliente 454,Autônomo,Sul,SALE0437,2024-12-03 10:37:23.101109,2617.26,Produto B,2024-12
CUST0455,Cliente 455,Pequena Empresa,Norte,SALE0630,2025-07-11 10:37:23.101823,791.7,Produto A,2025-07
CUST0456,Cliente 456,Média Empresa,Centro-Oeste,,,,,
CUST0457,Cliente 457,Pequena Empresa,Nordeste,SALE0496,2025-05-15 10:37:23.101298,4534.65,Produto B,2025-05
CUST0458,Cliente 458,Média Empresa,Norte,SALE0174,2025-06-14 10:37:23.100246,4951.37,Produto A,2025-06
CUST0459,Cliente 459,Pequena Empresa,Sul,SALE0266,2025-06-14 10:37:23.100535,3534.51,Produto A,2025-06
CUST0460,Cliente 460,Pequena Empresa,Norte,SALE0127,2024-11-30 10:37:23.100077,310.58,Serviço Y,2024-11
CUST0461,Cliente 461,Pequena Empresa,Sudeste,SALE0622,2025-03-22 10:37:23.101781,4555.85,Produto A,2025-03
CUST0462,Cliente 462,Média Empresa,Nordeste,SALE0561,2025-03-09 10:37:23.101507,4085.27,Produto B,2025-03
CUST0463,Cliente 463,Grande Empresa,Sul,,,,,
CUST0464,Cliente 464,Média Empresa,Centro-Oeste,SALE0277,2025-04-26 10:37:23.100582,2931.79,Serviço Y,2025-04
CUST0464,Cliente 464,Média Empresa,Centro-Oeste,SALE0588,2025-02-21 10:37:23.101610,2919.91,Serviço Y,2025-02
CUST0464,Cliente 464,Média Empresa,Centro-Oeste,SALE0691,2024-11-20 10:37:23.102025,2376.97,Serviço X,2024-11
CUST0465,Cliente 465,Autônomo,Sul,,,,,
CUST0466,Cliente 466,Pequena Empresa,Centro-Oeste,SALE0339,2025-01-23 10:37:23.100792,1965.98,Produto A,2025-01
CUST0467,Cliente 467,Pequena Empresa,Sul,,,,,
CUST0468,Cliente 468,Grande Empresa,Norte,,,,,
CUST0469,Cliente 469,Pequena Empresa,Norte,SALE0627,2025-02-05 10:37:23.101806,681.73,Serviço Y,2025-02
CUST0470,Cliente 470,Autônomo,Norte,SALE0546,2024-10-16 10:37:23.101457,1283.41,Produto B,2024-10
CUST0471,Cliente 471,Pequena Empresa,Sudeste,SALE0697,2025-03-26 10:37:23.102044,3342.41,Produto A,2025-03
CUST0472,Cliente 472,Autônomo,Centro-Oeste,SALE0355,2025-06-20 10:37:23.100843,3968.89,Produto A,2025-06
CUST0473,Cliente 473,Pequena Empresa,Norte,SALE0234,2025-01-08 10:37:23.100435,1126.37,Serviço Y,2025-01
CUST0473,Cliente 473,Pequena Empresa,Norte,SALE0314,2025-06-22 10:37:23.100713,977.38,Serviço Y,2025-06
CUST0474,Cliente 474,Grande Empresa,Sudeste,SALE0045,2024-10-18 10:37:23.099764,1736.3,Serviço X,2024-10
CUST0475,Cliente 475,Média Empresa,Centro-Oeste,SALE0227,2025-01-25 10:37:23.100413,752.57,Serviço X,2025-01
CUST0475,Cliente 475,Média Empresa,Centro-Oeste,SALE0465,2024-11-08 10:37:23.101198,4215.01,Produto A,2024-11
CUST0476,Cliente 476,Autônomo,Sul,,,,,
CUST0477,Cliente 477,Pequena Empresa,Sudeste,SALE0507,2024-11-27 10:37:23.101333,2943.65,Serviço X,2024-11
CUST0477,Cliente 477,Pequena Empresa,Sudeste,SALE0571,2025-07-17 10:37:23.101539,4353.3,Serviço X,2025-07
CUST0478,Cliente 478,Média Empresa,Nordeste,SALE0518,2025-05-18 10:37:23.101368,2358.65,Serviço Y,2025-05
CUST0479,Cliente 479,Autônomo,Sudeste,SALE0745,2024-12-14 10:37:23.102198,1387.73,Produto B,2024-12
CUST0480,Cliente 480,Média Empresa,Sudeste,,,,,
CUST0481,Cliente 481,Média Empresa,Centro-Oeste,,,,,
CUST0482,Cliente 482,Média Empresa,Sul,SALE0322,2024-11-30 10:37:23.100738,161.89,Serviço Y,2024-11
CUST0483,Cliente 483,Média Empresa,Nordeste,,,,,
CUST0484,Cliente 484,Média Empresa,Norte,SALE0440,2025-05-31 10:37:23.101118,856.44,Produto B,2025-05
CUST0485,Cliente 485,Média Empresa,Norte,SALE0088,2025-05-25 10:37:23.099906,445.29,Serviço Y,2025-05
CUST0485,Cliente 485,Média Empresa,Norte,SALE0559,2024-10-21 10:37:23.101501,3418.99,Produto B,2024-10
CUST0486,Cliente 486,Autônomo,Sudeste,SALE0665,2025-06-03 10:37:23.101943,2867.3,Serviço X,2025-06
CUST0487,Cliente 487,Pequena Empresa,Centro-Oeste,SALE0233,2024-12-29 10:37:23.100432,1416.63,Serviço Y,2024-12
CUST0488,Cliente 488,Pequena Empresa,Centro-Oeste,SALE0640,2025-04-04 10:37:23.101864,1209.81,Serviço X,2025-04
CUST0489,Cliente 489,Autônomo,Norte,SALE0560,2024-11-12 10:37:23.101504,3960.38,Produto B,2024-11
CUST0490,Cliente 490,Grande Empresa,Nordeste,SALE0632,2025-01-17 10:37:23.101834,4741.79,Serviço Y,2025-01
CUST0491,Cliente 491,Média Empresa,Sul,,,,,
CUST0492,Cliente 492,Média Empresa,Nordeste,SALE0229,2025-01-09 10:37:23.100419,4121.46,Produto B,2025-01
CUST0492,Cliente 492,Média Empresa,Nordeste,SALE0247,2025-01-20 10:37:23.100476,820.59,Produto A,2025-01
CUST0492,Cliente 492,Média Empresa,Nordeste,SALE0408,2025-07-16 10:37:23.101017,1629.42,Produto B,2025-07
CUST0492,Cliente 492,Média Empresa,Nordeste,SALE0786,2025-07-22 10:37:23.102327,4952.35,Serviço X,2025-07
CUST0493,Cliente 493,Pequena Empresa,Sul,,,,,
CUST0494,Cliente 494,Pequena Empresa,Norte,,,,,
CUST0495,Cliente 495,Média Empresa,Sul,SALE0777,2025-04-01 10:37:23.102299,651.25,Produto B,2025-04
CUST0496,Cliente 496,Pequena Empresa,Centro-Oeste,,,,,
CUST0497,Cliente 497,Média Empresa,Sudeste,SALE0512,2025-07-19 10:37:23.101349,4673.48,Produto B,2025-07
CUST0498,Cliente 498,Pequena Empresa,Sudeste,,,,,
CUST0499,Cliente 499,Autônomo,Norte,SALE0163,2024-11-26 10:37:23.100211,716.84,Serviço X,2024-11
CUST0500,Cliente 500,Autônomo,Centro-Oeste,SALE0401,2025-07-30 10:37:23.100994,2338.66,Serviço Y,2025-07
CUST0501,Cliente 501,Média Empresa,Nordeste,,,,,
CUST0502,Cliente 502,Média Empresa,Centro-Oeste,SALE0721,2025-01-29 10:37:23.102119,1619.51,Serviço X,2025-01
CUST0503,Cliente 503,Pequena Empresa,Sudeste,SALE0514,2025-07-18 10:37:23.101355,722.37,Produto B,2025-07
CUST0504,Cliente 504,Grande Empresa,Sudeste,,,,,
CUST0505,Cliente 505,Média Empresa,Centro-Oeste,,,,,
CUST0506,Cliente 506,Pequena Empresa,Centro-Oeste,,,,,
CUST0507,Cliente 507,Autônomo,Sudeste,,,,,
CUST0508,Cliente 508,Grande Empresa,Nordeste,SALE0096,2025-06-25 10:37:23.099945,932.4,Serviço Y,2025-06
CUST0509,Cliente 509,Autônomo,Norte,SALE0037,2024-11-29 10:37:23.099735,2519.42,Produto B,2024-11
CUST0510,Cliente 510,Grande Empresa,Norte,,,,,
CUST0511,Cliente 511,Média Empresa,Centro-Oeste,SALE0262,2025-05-29 10:37:23.100522,2111.14,Produto B,2025-05
CUST0512,Cliente 512,Média Empresa,Norte,,,,,
CUST0513,Cliente 513,Autônomo,Sudeste,SALE0009,2025-02-14 10:37:23.099644,2251.79,Serviço Y,2025-02
CUST0514,Cliente 514,Grande Empresa,Sudeste,SALE0725,2025-02-06 10:37:23.102134,3826.7,Produto B,2025-02
CUST0515,Cliente 515,Pequena Empresa,Centro-Oeste,,,,,
CUST0516,Cliente 516,Pequena Empresa,Centro-Oeste,SALE0636,2025-03-08 10:37:23.101847,2738.94,Serviço X,2025-03
CUST0517,Cliente 517,Pequena Empresa,Centro-Oeste,,,,,
CUST0518,Cliente 518,Grande Empresa,Nordeste,,,,,
CUST0519,Cliente 519,Autônomo,Norte,,,,,
CUST0520,Cliente 520,Pequena Empresa,Centro-Oeste,SALE0111,2025-01-19 10:37:23.100020,3833.01,Produto A,2025-01
CUST0521,Cliente 521,Média Empresa,Sul,SALE0238,2025-06-18 10:37:23.100448,4169.58,Produto A,2025-06
CUST0521,Cliente 521,Média Empresa,Sul,SALE0549,2025-05-19 10:37:23.101466,4586.29,Serviço X,2025-05
CUST0521,Cliente 521,Média Empresa,Sul,SALE0772,2024-12-29 10:37:23.102283,979.25,Serviço X,2024-12
CUST0522,Cliente 522,Pequena Empresa,Sul,,,,,
CUST0523,Cliente 523,Autônomo,Sudeste,,,,,
CUST0524,Cliente 524,Grande Empresa,Norte,,,,,
CUST0525,Cliente 525,Grande Empresa,Centro-Oeste,SALE0002,2024-11-22 10:37:23.099553,3066.05,Produto B,2024-11
CUST0525,Cliente 525,Grande Empresa,Centro-Oeste,SALE0170,2025-02-13 10:37:23.100232,409.11,Produto B,2025-02
CUST0525,Cliente 525,Grande Empresa,Centro-Oeste,SALE0553,2025-04-21 10:37:23.101479,1824.61,Serviço X,2025-04
CUST0526,Cliente 526,Média Empresa,Sul,,,,,
CUST0527,Cliente 527,Média Empresa,Norte,SALE0499,2025-06-11 10:37:23.101308,308.62,Serviço Y,2025-06
CUST0527,Cliente 527,Média Empresa,Norte,SALE0620,2025-03-27 10:37:23.101771,1750.48,Produto B,2025-03
CUST0527,Cliente 527,Média Empresa,Norte,SALE0692,2024-12-22 10:37:23.102029,1979.39,Produto A,2024-12
CUST0528,Cliente 528,Pequena Empresa,Sudeste,,,,,
CUST0529,Cliente 529,Pequena Empresa,Nordeste,SALE0267,2024-10-17 10:37:23.100538,1722.83,Produto A,2024-10
CUST0530,Cliente 530,Grande Empresa,Norte,SALE0352,2025-04-03 10:37:23.100834,4595.38,Serviço X,2025-04
CUST0530,Cliente 530,Grande Empresa,Norte,SALE0406,2024-12-22 10:37:23.101011,591.53,Produto B,2024-12
CUST0531,Cliente 531,Grande Empresa,Norte,,,,,
CUST0532,Cliente 532,Autônomo,Nordeste,SALE0175,2025-06-01 10:37:23.100249,425.47,Produto A,2025-06
CUST0533,Cliente 533,Autônomo,Norte,SALE0637,2025-04-27 10:37:23.101850,151.36,Produto A,2025-04
CUST0534,Cliente 534,Média Empresa,Sudeste,,,,,
CUST0535,Cliente 535,Grande Empresa,Sudeste,,,,,
CUST0536,Cliente 536,Autônomo,Nordeste,,,,,
CUST0537,Cliente 537,Grande Empresa,Centro-Oeste,SALE0047,2025-08-06 10:37:23.099771,4536.64,Produto B,2025-08
CUST0538,Cliente 538,Pequena Empresa,Sul,SALE0738,2025-02-12 10:37:23.102176,2978.42,Produto B,2025-02
CUST0539,Cliente 539,Média Empresa,Centro-Oeste,,,,,
CUST0540,Cliente 540,Pequena Empresa,Norte,SALE0459,2025-02-16 10:37:23.101179,4167.53,Serviço Y,2025-02
CUST0541,Cliente 541,Autônomo,Sul,SALE0545,2025-04-30 10:37:23.101454,110.02,Serviço Y,2025-04
CUST0542,Cliente 542,Média Empresa,Nordeste,,,,,
CUST0543,Cliente 543,Pequena Empresa,Nordeste,,,,,
CUST0544,Cliente 544,Média Empresa,Sul,,,,,
CUST0545,Cliente 545,Média Empresa,Sudeste,,,,,
CUST0546,Cliente 546,Pequena Empresa,Sul,SALE0039,2024-12-26 10:37:23.099741,2338.69,Serviço Y,2024-12
CUST0546,Cliente 546,Pequena Empresa,Sul,SALE0659,2025-06-28 10:37:23.101924,440.56,Serviço Y,2025-06
CUST0547,Cliente 547,Pequena Empresa,Norte,SALE0042,2025-07-25 10:37:23.099750,4225.76,Serviço Y,2025-07
CUST0547,Cliente 547,Pequena Empresa,Norte,SALE0416,2025-05-15 10:37:23.101042,1038.44,Serviço Y,2025-05
CUST0548,Cliente 548,Média Empresa,Sudeste,,,,,
CUST0549,Cliente 549,Média Empresa,Nordeste,SALE0404,2025-07-04 10:37:23.101005,99.85,Serviço X,2025-07
CUST0549,Cliente 549,Média Empresa,Nordeste,SALE0628,2024-12-08 10:37:23.101812,3783.45,Serviço Y,2024-12
CUST0550,Cliente 550,Grande Empresa,Sul,SALE0409,2025-06-28 10:37:23.101020,3847.54,Serviço X,2025-06
CUST0550,Cliente 550,Grande Empresa,Sul,SALE0672,2025-07-18 10:37:23.101965,3629.99,Produto B,2025-07
CUST0551,Cliente 551,Média Empresa,Centro-Oeste,,,,,
CUST0552,Cliente 552,Grande Empresa,Centro-Oeste,SALE0511,2024-12-04 10:37:23.101346,4351.31,Produto B,2024-12
CUST0553,Cliente 553,Média Empresa,Norte,SALE0305,2025-07-19 10:37:23.100672,3316.02,Serviço Y,2025-07
CUST0553,Cliente 553,Média Empresa,Norte,SALE0720,2025-04-20 10:37:23.102116,4670.21,Serviço X,2025-04
CUST0554,Cliente 554,Média Empresa,Centro-Oeste,SALE0344,2025-07-29 10:37:23.100808,4972.9,Produto B,2025-07
CUST0554,Cliente 554,Média Empresa,Centro-Oeste,SALE0651,2024-11-19 10:37:23.101899,3945.29,Serviço X,2024-11
CUST0555,Cliente 555,Grande Empresa,Sul,SALE0647,2025-02-15 10:37:23.101886,4908.82,Serviço Y,2025-02
CUST0556,Cliente 556,Média Empresa,Sul,,,,,
CUST0557,Cliente 557,Pequena Empresa,Centro-Oeste,SALE0395,2024-10-17 10:37:23.100975,1662.25,Produto B,2024-10
CUST0557,Cliente 557,Pequena Empresa,Centro-Oeste,SALE0472,2025-06-07 10:37:23.101223,444.3,Produto A,2025-06
CUST0558,Cliente 558,Pequena Empresa,Sul,,,,,
CUST0559,Cliente 559,Grande Empresa,Norte,SALE0199,2024-11-19 10:37:23.100323,3777.26,Serviço X,2024-11
CUST0559,Cliente 559,Grande Empresa,Norte,SALE0284,2025-07-13 10:37:23.100604,2473.46,Serviço X,2025-07
CUST0560,Cliente 560,Média Empresa,Sudeste,SALE0613,2024-11-13 10:37:23.101736,1140.21,Produto A,2024-11
CUST0561,Cliente 561,Grande Empresa,Norte,SALE0686,2025-07-25 10:37:23.102010,2860.75,Produto B,2025-07
CUST0561,Cliente 561,Grande Empresa,Norte,SALE0746,2024-12-10 10:37:23.102201,2547.97,Produto A,2024-12
CUST0562,Cliente 562,Pequena Empresa,Norte,SALE0176,2025-04-27 10:37:23.100252,3325.86,Produto B,2025-04
CUST0563,Cliente 563,Pequena Empresa,Sul,SALE0604,2025-06-13 10:37:23.101691,2784.89,Produto A,2025-06
CUST0564,Cliente 564,Pequena Empresa,Sudeste,,,,,
CUST0565,Cliente 565,Pequena Empresa,Sul,SALE0405,2024-12-14 10:37:23.101008,1410.21,Serviço Y,2024-12
CUST0565,Cliente 565,Pequena Empresa,Sul,SALE0657,2024-11-05 10:37:23.101918,444.71,Serviço Y,2024-11
CUST0566,Cliente 566,Média Empresa,Nordeste,SALE0082,2025-02-13 10:37:23.099882,4054.71,Serviço Y,2025-02
CUST0566,Cliente 566,Média Empresa,Nordeste,SALE0188,2025-05-22 10:37:23.100289,885.07,Serviço Y,2025-05
CUST0567,Cliente 567,Pequena Empresa,Sul,SALE0494,2025-05-12 10:37:23.101292,2080.83,Serviço Y,2025-05
CUST0568,Cliente 568,Média Empresa,Sul,SALE0114,2024-11-14 10:37:23.100029,2656.27,Serviço X,2024-11
CUST0569,Cliente 569,Autônomo,Sul,SALE0705,2024-10-19 10:37:23.102069,444.23,Produto B,2024-10
CUST0570,Cliente 570,Pequena Empresa,Sudeste,SALE0036,2025-05-09 10:37:23.099731,3100.28,Produto A,2025-05
CUST0570,Cliente 570,Pequena Empresa,Sudeste,SALE0118,2025-04-21 10:37:23.100042,104.59,Produto A,2025-04
CUST0570,Cliente 570,Pequena Empresa,Sudeste,SALE0228,2025-04-18 10:37:23.100416,1558.38,Serviço X,2025-04
CUST0571,Cliente 571,Média Empresa,Sul,SALE0117,2025-01-05 10:37:23.100039,4215.5,Produto A,2025-01
CUST0571,Cliente 571,Média Empresa,Sul,SALE0309,2024-11-29 10:37:23.100684,3553.92,Serviço X,2024-11
CUST0572,Cliente 572,Grande Empresa,Sudeste,SALE0598,2025-05-06 10:37:23.101662,4823.73,Produto A,2025-05
CUST0573,Cliente 573,Pequena Empresa,Centro-Oeste,SALE0167,2025-04-14 10:37:23.100223,1450.93,Serviço Y,2025-04
CUST0573,Cliente 573,Pequena Empresa,Centro-Oeste,SALE0566,2024-12-23 10:37:23.101523,4524.7,Produto B,2024-12
CUST0574,Cliente 574,Média Empresa,Nordeste,SALE0252,2025-05-21 10:37:23.100491,3369.98,Produto B,2025-05
CUST0574,Cliente 574,Média Empresa,Nordeste,SALE0625,2025-02-17 10:37:23.101796,1881.94,Serviço Y,2025-02
CUST0575,Cliente 575,Grande Empresa,Sudeste,SALE0230,2025-08-06 10:37:23.100422,1132.76,Serviço X,2025-08
CUST0575,Cliente 575,Grande Empresa,Sudeste,SALE0694,2025-07-28 10:37:23.102035,3099.39,Produto A,2025-07
CUST0576,Cliente 576,Autônomo,Centro-Oeste,,,,,
CUST0577,Cliente 577,Pequena Empresa,Sudeste,SALE0332,2025-05-02 10:37:23.100770,1487.87,Produto A,2025-05
CUST0578,Cliente 578,Autônomo,Sudeste,,,,,
CUST0579,Cliente 579,Média Empresa,Nordeste,,,,,
CUST0580,Cliente 580,Pequena Empresa,Norte,,,,,
CUST0581,Cliente 581,Média Empresa,Norte,SALE0255,2025-07-05 10:37:23.100500,392.69,Serviço X,2025-07
CUST0582,Cliente 582,Autônomo,Sudeste,,,,,
CUST0583,Cliente 583,Média Empresa,Sul,SALE0059,2024-10-30 10:37:23.099808,1945.4,Produto B,2024-10
CUST0583,Cliente 583,Média Empresa,Sul,SALE0329,2025-04-16 10:37:23.100761,4861.03,Produto B,2025-04
CUST0584,Cliente 584,Pequena Empresa,Centro-Oeste,SALE0264,2025-04-25 10:37:23.100529,4143.17,Produto A,2025-04
CUST0584,Cliente 584,Pequena Empresa,Centro-Oeste,SALE0287,2025-08-02 10:37:23.100613,821.61,Produto A,2025-08
CUST0585,Cliente 585,Média Empresa,Sul,,,,,
CUST0586,Cliente 586,Pequena Empresa,Sul,SALE0125,2024-12-24 10:37:23.100066,479.97,Serviço Y,2024-12
CUST0586,Cliente 586,Pequena Empresa,Sul,SALE0297,2025-02-11 10:37:23.100644,1719.24,Serviço X,2025-02
CUST0587,Cliente 587,Pequena Empresa,Sudeste,,,,,
CUST0588,Cliente 588,Pequena Empresa,Sudeste,SALE0563,2024-11-25 10:37:23.101514,3133.72,Serviço Y,2024-11
CUST0589,Cliente 589,Pequena Empresa,Sudeste,SALE0353,2024-11-29 10:37:23.100837,3034.87,Serviço Y,2024-11
CUST0589,Cliente 589,Pequena Empresa,Sudeste,SALE0445,2025-04-29 10:37:23.101135,2314.97,Serviço X,2025-04
CUST0590,Cliente 590,Pequena Empresa,Sudeste,,,,,
CUST0591,Cliente 591,Pequena Empresa,Norte,,,,,
CUST0592,Cliente 592,Média Empresa,Sudeste,SALE0317,2025-08-04 10:37:23.100723,3950.31,Serviço X,2025-08
CUST0592,Cliente 592,Média Empresa,Sudeste,SALE0486,2025-05-16 10:37:23.101267,4122.05,Serviço X,2025-05
CUST0593,Cliente 593,Pequena Empresa,Norte,SALE0075,2025-05-12 10:37:23.099860,983.67,Produto B,2025-05
CUST0594,Cliente 594,Pequena Empresa,Norte,SALE0215,2025-02-02 10:37:23.100376,3097.28,Produto B,2025-02
CUST0594,Cliente 594,Pequena Empresa,Norte,SALE0739,2025-01-24 10:37:23.102179,109.71,Produto B,2025-01
CUST0595,Cliente 595,Grande Empresa,Sudeste,SALE0377,2025-03-13 10:37:23.100913,4358.46,Produto A,2025-03
CUST0595,Cliente 595,Grande Empresa,Sudeste,SALE0740,2025-04-22 10:37:23.102182,219.74,Produto B,2025-04
CUST0596,Cliente 596,Média Empresa,Nordeste,SALE0658,2025-01-13 10:37:23.101921,4193.26,Serviço Y,2025-01
CUST0597,Cliente 597,Média Empresa,Centro-Oeste,,,,,
CUST0598,Cliente 598,Pequena Empresa,Sul,,,,,
CUST0599,Cliente 599,Pequena Empresa,Norte,SALE0798,2025-07-28 10:37:23.102365,3609.01,Produto B,2025-07
CUST0600,Cliente 600,Pequena Empresa,Centro-Oeste,SALE0179,2025-06-21 10:37:23.100261,2315.35,Serviço X,2025-06
CUST0601,Cliente 601,Pequena Empresa,Nordeste,SALE0226,2025-04-09 10:37:23.100410,4794.8,Serviço X,2025-04
CUST0602,Cliente 602,Pequena Empresa,Sul,SALE0420,2024-10-18 10:37:23.101055,2535.7,Serviço X,2024-10
CUST0603,Cliente 603,Pequena Empresa,Sul,,,,,
CUST0604,Cliente 604,Pequena Empresa,Norte,SALE0365,2024-11-10 10:37:23.100875,2683.18,Produto B,2024-11
CUST0604,Cliente 604,Pequena Empresa,Norte,SALE0653,2025-04-05 10:37:23.101905,459.54,Produto A,2025-04
CUST0605,Cliente 605,Pequena Empresa,Sudeste,SALE0062,2025-03-16 10:37:23.099818,4405.27,Produto B,2025-03
CUST0605,Cliente 605,Pequena Empresa,Sudeste,SALE0538,2025-04-10 10:37:23.101432,2403.31,Serviço Y,2025-04
CUST0606,Cliente 606,Média Empresa,Nordeste,,,,,
CUST0607,Cliente 607,Pequena Empresa,Norte,,,,,
CUST0608,Cliente 608,Pequena Empresa,Nordeste,SALE0434,2025-04-04 10:37:23.101100,3164.11,Serviço X,2025-04
CUST0609,Cliente 609,Média Empresa,Sudeste,SALE0504,2025-06-06 10:37:23.101323,55.6,Produto B,2025-06
CUST0610,Cliente 610,Média Empresa,Sudeste,SALE0343,2024-12-19 10:37:23.100805,1206.03,Produto B,2024-12
CUST0611,Cliente 611,Pequena Empresa,Norte,,,,,
CUST0612,Cliente 612,Grande Empresa,Sudeste,SALE0743,2025-03-05 10:37:23.102192,2917.93,Produto B,2025-03
CUST0613,Cliente 613,Média Empresa,Centro-Oeste,,,,,
CUST0614,Cliente 614,Pequena Empresa,Sul,SALE0761,2025-04-18 10:37:23.102248,627.18,Serviço Y,2025-04
CUST0615,Cliente 615,Grande Empresa,Norte,,,,,
CUST0616,Cliente 616,Autônomo,Nordeste,,,,,
CUST0617,Cliente 617,Pequena Empresa,Centro-Oeste,SALE0473,2025-04-08 10:37:23.101226,395.96,Produto B,2025-04
CUST0617,Cliente 617,Pequena Empresa,Centro-Oeste,SALE0699,2024-12-02 10:37:23.102050,4768.18,Produto B,2024-12
CUST0617,Cliente 617,Pequena Empresa,Centro-Oeste,SALE0753,2025-04-04 10:37:23.102223,3861.46,Produto A,2025-04
CUST0617,Cliente 617,Pequena Empresa,Centro-Oeste,SALE0796,2025-04-08 10:37:23.102358,154.8,Serviço X,2025-04
CUST0618,Cliente 618,Pequena Empresa,Norte,SALE0194,2025-06-14 10:37:23.100308,1899.49,Serviço Y,2025-06
CUST0619,Cliente 619,Grande Empresa,Sudeste,SALE0272,2025-01-03 10:37:23.100565,1411.88,Serviço X,2025-01
CUST0620,Cliente 620,Grande Empresa,Sudeste,SALE0122,2025-05-13 10:37:23.100055,1520.63,Serviço Y,2025-05
CUST0620,Cliente 620,Grande Empresa,Sudeste,SALE0290,2024-11-06 10:37:23.100622,1794.56,Serviço Y,2024-11
CUST0620,Cliente 620,Grande Empresa,Sudeste,SALE0733,2024-11-21 10:37:23.102160,2175.14,Serviço X,2024-11
CUST0621,Cliente 621,Pequena Empresa,Sudeste,,,,,
CUST0622,Cliente 622,Pequena Empresa,Sudeste,,,,,
CUST0623,Cliente 623,Pequena Empresa,Nordeste,SALE0436,2025-03-23 10:37:23.101106,706.59,Produto B,2025-03
CUST0624,Cliente 624,Média Empresa,Centro-Oeste,,,,,
CUST0625,Cliente 625,Média Empresa,Sul,,,,,
CUST0626,Cliente 626,Pequena Empresa,Nordeste,SALE0076,2025-07-15 10:37:23.099863,611.69,Serviço Y,2025-07
CUST0626,Cliente 626,Pequena Empresa,Nordeste,SALE0162,2025-07-15 10:37:23.100208,2835.03,Serviço Y,2025-07
CUST0627,Cliente 627,Média Empresa,Nordeste,SALE0210,2025-07-19 10:37:23.100358,2880.65,Produto B,2025-07
CUST0628,Cliente 628,Grande Empresa,Sul,,,,,
CUST0629,Cliente 629,Pequena Empresa,Sul,,,,,
CUST0630,Cliente 630,Pequena Empresa,Sudeste,,,,,
CUST0631,Cliente 631,Grande Empresa,Nordeste,,,,,
CUST0632,Cliente 632,Grande Empresa,Norte,,,,,
CUST0633,Cliente 633,Média Empresa,Sul,,,,,
