contact_id,customer_id,contact_type,contact_date,contact_outcome,contact_month
CONT0652,CUST0544,Email,2025-05-01 10:37:23.089027,Sucesso,2025-05
CONT0653,CUST0649,Telefone,2025-01-03 10:37:23.089032,Sucesso,2025-01
CONT0654,CUST0524,Telefone,2025-02-11 10:37:23.089036,Sucesso,2025-02
CONT0655,CUST0907,Email,2025-05-19 10:37:23.089041,Falha,2025-05
CONT0656,CUST0814,Reunião,2025-02-03 10:37:23.089045,Não Atendido,2025-02
CONT0657,CUST0887,Telefone,2025-07-11 10:37:23.089049,Sucesso,2025-07
CONT0658,CUST0016,Telefone,2025-01-24 10:37:23.089054,Sucesso,2025-01
CONT0659,CUST0129,Reunião,2025-01-05 10:37:23.089058,Sucesso,2025-01
CONT0660,CUST0575,Email,2024-08-30 10:37:23.089063,Falha,2024-08
CONT0661,CUST0109,Email,2025-04-15 10:37:23.089068,Falha,2025-04
CONT0662,CUST0887,Reunião,2024-12-08 10:37:23.089072,Sucesso,2024-12
CONT0663,CUST0533,Telefone,2025-04-05 10:37:23.089076,Sucesso,2025-04
CONT0664,CUST0670,Telefone,2024-10-06 10:37:23.089081,Falha,2024-10
CONT0665,CUST0269,Reunião,2025-05-23 10:37:23.089086,Sucesso,2025-05
CONT0666,CUST0162,Reunião,2024-09-30 10:37:23.089090,Sucesso,2024-09
CONT0667,CUST0260,Chat,2024-09-29 10:37:23.089095,Sucesso,2024-09
CONT0668,CUST0924,Telefone,2025-01-23 10:37:23.089100,Sucesso,2025-01
CONT0669,CUST0102,Telefone,2024-08-21 10:37:23.089104,Sucesso,2024-08
CONT0670,CUST0506,Telefone,2025-06-24 10:37:23.089109,Falha,2025-06
CONT0671,CUST0735,Email,2025-02-02 10:37:23.089113,Sucesso,2025-02
CONT0672,CUST0571,Telefone,2024-08-29 10:37:23.089118,Sucesso,2024-08
CONT0673,CUST0247,Email,2024-12-04 10:37:23.089122,Sucesso,2024-12
CONT0674,CUST0640,Chat,2025-05-15 10:37:23.089127,Sucesso,2025-05
CONT0675,CUST0795,Telefone,2025-01-12 10:37:23.089132,Sucesso,2025-01
CONT0676,CUST0837,Telefone,2025-03-09 10:37:23.089136,Sucesso,2025-03
CONT0677,CUST0537,Email,2025-03-04 10:37:23.089141,Falha,2025-03
CONT0678,CUST0131,Email,2025-07-22 10:37:23.089145,Sucesso,2025-07
CONT0679,CUST0353,Email,2025-02-23 10:37:23.089150,Sucesso,2025-02
CONT0680,CUST0196,Telefone,2025-03-15 10:37:23.089154,Sucesso,2025-03
CONT0681,CUST0793,Email,2025-07-01 10:37:23.089159,Sucesso,2025-07
CONT0682,CUST0916,Telefone,2024-09-08 10:37:23.089163,Falha,2024-09
CONT0683,CUST0930,Reunião,2025-06-23 10:37:23.089168,Sucesso,2025-06
CONT0684,CUST0666,Reunião,2025-01-13 10:37:23.089173,Não Atendido,2025-01
CONT0685,CUST0382,Telefone,2025-06-06 10:37:23.089177,Sucesso,2025-06
CONT0686,CUST0645,Email,2024-08-16 10:37:23.089182,Falha,2024-08
CONT0687,CUST0227,Reunião,2024-10-03 10:37:23.089186,Sucesso,2024-10
CONT0688,CUST0701,Reunião,2025-07-19 10:37:23.089191,Sucesso,2025-07
CONT0689,CUST0476,Email,2024-10-11 10:37:23.089198,Sucesso,2024-10
CONT0690,CUST0477,Reunião,2025-07-31 10:37:23.089203,Sucesso,2025-07
CONT0691,CUST0265,Email,2024-12-01 10:37:23.089208,Falha,2024-12
CONT0692,CUST0372,Reunião,2025-04-12 10:37:23.089212,Falha,2025-04
CONT0693,CUST0486,Chat,2025-05-31 10:37:23.089217,Sucesso,2025-05
CONT0694,CUST0434,Email,2025-07-04 10:37:23.089221,Sucesso,2025-07
CONT0695,CUST0646,Reunião,2025-01-25 10:37:23.089226,Sucesso,2025-01
CONT0696,CUST0211,Telefone,2024-09-16 10:37:23.089230,Falha,2024-09
CONT0697,CUST0572,Chat,2025-06-13 10:37:23.089235,Sucesso,2025-06
CONT0698,CUST0940,Telefone,2024-11-14 10:37:23.089239,Sucesso,2024-11
CONT0699,CUST0377,Reunião,2025-06-26 10:37:23.089244,Sucesso,2025-06
CONT0700,CUST0395,Email,2024-10-14 10:37:23.089248,Falha,2024-10
CONT0701,CUST0450,Email,2024-12-19 10:37:23.089253,Sucesso,2024-12
CONT0702,CUST0943,Email,2025-07-28 10:37:23.089258,Falha,2025-07
CONT0703,CUST0364,Chat,2024-08-14 10:37:23.089262,Falha,2024-08
CONT0704,CUST0876,Reunião,2025-04-01 10:37:23.089267,Sucesso,2025-04
CONT0705,CUST0457,Reunião,2025-02-09 10:37:23.089271,Sucesso,2025-02
CONT0706,CUST0725,Chat,2025-01-26 10:37:23.089276,Falha,2025-01
CONT0707,CUST0728,Email,2025-05-07 10:37:23.089281,Sucesso,2025-05
CONT0708,CUST0226,Email,2024-12-19 10:37:23.089285,Não Atendido,2024-12
CONT0709,CUST0982,Email,2025-05-21 10:37:23.089290,Sucesso,2025-05
CONT0710,CUST0131,Email,2025-05-14 10:37:23.089294,Sucesso,2025-05
CONT0711,CUST0588,Email,2025-07-08 10:37:23.089299,Não Atendido,2025-07
CONT0712,CUST0476,Telefone,2025-01-06 10:37:23.089303,Sucesso,2025-01
CONT0713,CUST0798,Email,2025-06-19 10:37:23.089308,Sucesso,2025-06
CONT0714,CUST0986,Email,2024-11-15 10:37:23.089312,Falha,2024-11
CONT0715,CUST0277,Email,2025-03-15 10:37:23.089317,Sucesso,2025-03
CONT0716,CUST0156,Email,2025-05-30 10:37:23.089322,Sucesso,2025-05
CONT0717,CUST0760,Chat,2025-06-10 10:37:23.089326,Sucesso,2025-06
CONT0718,CUST0218,Reunião,2025-02-03 10:37:23.089331,Falha,2025-02
CONT0719,CUST0190,Chat,2025-06-06 10:37:23.089335,Falha,2025-06
CONT0720,CUST0417,Telefone,2024-10-03 10:37:23.089340,Sucesso,2024-10
CONT0721,CUST0981,Email,2024-10-15 10:37:23.089345,Falha,2024-10
CONT0722,CUST0675,Reunião,2025-02-22 10:37:23.089350,Falha,2025-02
CONT0723,CUST0692,Email,2025-02-17 10:37:23.089354,Sucesso,2025-02
CONT0724,CUST0546,Email,2025-06-05 10:37:23.089359,Sucesso,2025-06
CONT0725,CUST0041,Email,2025-03-13 10:37:23.089363,Sucesso,2025-03
CONT0726,CUST0307,Email,2024-10-05 10:37:23.089368,Sucesso,2024-10
CONT0727,CUST0943,Email,2025-02-27 10:37:23.089372,Falha,2025-02
CONT0728,CUST0338,Email,2025-03-19 10:37:23.089377,Falha,2025-03
CONT0729,CUST0314,Telefone,2024-09-07 10:37:23.089381,Sucesso,2024-09
CONT0730,CUST0075,Email,2025-05-02 10:37:23.089386,Sucesso,2025-05
CONT0731,CUST0953,Email,2024-12-29 10:37:23.089390,Sucesso,2024-12
CONT0732,CUST0279,Reunião,2025-06-25 10:37:23.089395,Sucesso,2025-06
CONT0733,CUST0176,Email,2024-10-19 10:37:23.089400,Sucesso,2024-10
CONT0734,CUST0896,Email,2025-04-21 10:37:23.089405,Sucesso,2025-04
CONT0735,CUST0662,Reunião,2024-11-14 10:37:23.089409,Sucesso,2024-11
CONT0736,CUST0273,Email,2025-05-04 10:37:23.089414,Sucesso,2025-05
CONT0737,CUST0837,Email,2024-11-18 10:37:23.089418,Falha,2024-11
CONT0738,CUST0620,Telefone,2024-09-28 10:37:23.089423,Sucesso,2024-09
CONT0739,CUST0651,Email,2025-05-28 10:37:23.089427,Sucesso,2025-05
CONT0740,CUST0862,Telefone,2024-12-31 10:37:23.089432,Sucesso,2024-12
CONT0741,CUST0783,Reunião,2025-07-17 10:37:23.089436,Sucesso,2025-07
CONT0742,CUST0859,Email,2025-05-07 10:37:23.089441,Sucesso,2025-05
CONT0743,CUST0931,Telefone,2025-04-02 10:37:23.089445,Sucesso,2025-04
CONT0744,CUST0289,Telefone,2025-05-19 10:37:23.089450,Falha,2025-05
CONT0745,CUST0724,Email,2024-09-29 10:37:23.089454,Sucesso,2024-09
CONT0746,CUST0893,Telefone,2024-12-12 10:37:23.089459,Falha,2024-12
CONT0747,CUST0272,Email,2025-02-06 10:37:23.089463,Não Atendido,2025-02
CONT0748,CUST0930,Telefone,2025-07-13 10:37:23.089468,Falha,2025-07
CONT0749,CUST0066,Email,2025-03-04 10:37:23.089472,Sucesso,2025-03
CONT0750,CUST0483,Telefone,2025-08-02 10:37:23.089477,Não Atendido,2025-08
CONT0751,CUST0936,Email,2025-04-09 10:37:23.089481,Sucesso,2025-04
CONT0752,CUST0248,Reunião,2024-11-03 10:37:23.089486,Sucesso,2024-11
CONT0753,CUST0156,Email,2025-07-20 10:37:23.089490,Falha,2025-07
CONT0754,CUST0047,Telefone,2025-01-21 10:37:23.089495,Sucesso,2025-01
CONT0755,CUST0935,Telefone,2025-06-11 10:37:23.089500,Sucesso,2025-06
CONT0756,CUST0454,Reunião,2025-05-06 10:37:23.089505,Sucesso,2025-05
CONT0757,CUST0201,Telefone,2025-07-19 10:37:23.089509,Sucesso,2025-07
CONT0758,CUST0660,Telefone,2024-08-19 10:37:23.089514,Sucesso,2024-08
CONT0759,CUST0124,Reunião,2025-01-26 10:37:23.089518,Sucesso,2025-01
CONT0760,CUST0001,Reunião,2024-12-13 10:37:23.089523,Não Atendido,2024-12
CONT0761,CUST0968,Email,2024-11-03 10:37:23.089527,Não Atendido,2024-11
CONT0762,CUST0759,Telefone,2024-12-23 10:37:23.089532,Falha,2024-12
CONT0763,CUST0855,Reunião,2024-12-17 10:37:23.089536,Sucesso,2024-12
CONT0764,CUST0640,Chat,2025-06-28 10:37:23.089541,Sucesso,2025-06
CONT0765,CUST0191,Reunião,2024-09-18 10:37:23.089545,Não Atendido,2024-09
CONT0766,CUST0579,Email,2025-03-07 10:37:23.089550,Falha,2025-03
CONT0767,CUST0516,Email,2025-04-02 10:37:23.089566,Sucesso,2025-04
CONT0768,CUST0442,Telefone,2024-12-13 10:37:23.089570,Sucesso,2024-12
CONT0769,CUST0921,Reunião,2025-06-13 10:37:23.089575,Sucesso,2025-06
CONT0770,CUST0815,Telefone,2025-02-16 10:37:23.089579,Sucesso,2025-02
CONT0771,CUST0806,Telefone,2025-04-20 10:37:23.089584,Sucesso,2025-04
CONT0772,CUST0143,Reunião,2024-08-18 10:37:23.089588,Falha,2024-08
CONT0773,CUST0191,Email,2025-02-04 10:37:23.089596,Sucesso,2025-02
CONT0774,CUST0533,Reunião,2025-01-21 10:37:23.089600,Sucesso,2025-01
CONT0775,CUST0227,Telefone,2025-05-12 10:37:23.089605,Sucesso,2025-05
CONT0776,CUST0313,Email,2025-01-18 10:37:23.089609,Sucesso,2025-01
CONT0777,CUST0629,Telefone,2024-09-04 10:37:23.089614,Sucesso,2024-09
CONT0778,CUST0949,Reunião,2024-09-19 10:37:23.089618,Sucesso,2024-09
CONT0779,CUST0302,Email,2024-11-05 10:37:23.089623,Sucesso,2024-11
CONT0780,CUST0654,Email,2025-01-08 10:37:23.089628,Falha,2025-01
CONT0781,CUST0996,Chat,2025-04-11 10:37:23.089632,Sucesso,2025-04
CONT0782,CUST0460,Email,2025-01-28 10:37:23.089637,Sucesso,2025-01
CONT0783,CUST0401,Telefone,2025-06-26 10:37:23.089641,Sucesso,2025-06
CONT0784,CUST0551,Telefone,2025-06-26 10:37:23.089646,Falha,2025-06
CONT0785,CUST0393,Telefone,2024-09-26 10:37:23.089650,Sucesso,2024-09
CONT0786,CUST0867,Telefone,2024-11-04 10:37:23.089655,Falha,2024-11
CONT0787,CUST0764,Email,2024-09-12 10:37:23.089659,Sucesso,2024-09
CONT0788,CUST0845,Telefone,2025-07-21 10:37:23.089664,Falha,2025-07
CONT0789,CUST0207,Email,2024-10-28 10:37:23.089668,Falha,2024-10
CONT0790,CUST0210,Telefone,2024-11-22 10:37:23.089673,Sucesso,2024-11
CONT0791,CUST0115,Email,2025-06-05 10:37:23.089677,Sucesso,2025-06
CONT0792,CUST0737,Telefone,2025-06-06 10:37:23.089682,Sucesso,2025-06
CONT0793,CUST0646,Email,2025-04-29 10:37:23.089686,Falha,2025-04
CONT0794,CUST0251,Email,2025-07-19 10:37:23.089691,Sucesso,2025-07
CONT0795,CUST0219,Email,2025-07-21 10:37:23.089695,Sucesso,2025-07
CONT0796,CUST0407,Email,2024-09-16 10:37:23.089700,Falha,2024-09
CONT0797,CUST0443,Reunião,2024-12-04 10:37:23.089704,Falha,2024-12
CONT0798,CUST0603,Email,2024-11-29 10:37:23.089709,Sucesso,2024-11
CONT0799,CUST0354,Chat,2025-05-18 10:37:23.089713,Sucesso,2025-05
CONT0800,CUST0888,Chat,2025-06-29 10:37:23.089718,Sucesso,2025-06
CONT0801,CUST0558,Telefone,2025-07-02 10:37:23.089723,Sucesso,2025-07
CONT0802,CUST0550,Email,2025-01-22 10:37:23.089727,Sucesso,2025-01
CONT0803,CUST0142,Email,2025-03-02 10:37:23.089732,Sucesso,2025-03
CONT0804,CUST0612,Reunião,2025-01-15 10:37:23.089736,Sucesso,2025-01
CONT0805,CUST0501,Email,2025-01-23 10:37:23.089741,Falha,2025-01
CONT0806,CUST0840,Email,2025-01-03 10:37:23.089745,Sucesso,2025-01
CONT0807,CUST0702,Telefone,2024-10-26 10:37:23.089750,Sucesso,2024-10
CONT0808,CUST0547,Reunião,2025-01-23 10:37:23.089754,Sucesso,2025-01
CONT0809,CUST0659,Reunião,2024-10-04 10:37:23.089759,Sucesso,2024-10
CONT0810,CUST0542,Email,2025-03-08 10:37:23.089764,Sucesso,2025-03
CONT0811,CUST0846,Telefone,2025-07-24 10:37:23.089768,Sucesso,2025-07
CONT0812,CUST0507,Email,2024-09-16 10:37:23.089772,Falha,2024-09
CONT0813,CUST0596,Email,2025-03-14 10:37:23.089777,Sucesso,2025-03
CONT0814,CUST0881,Reunião,2025-06-11 10:37:23.089781,Sucesso,2025-06
CONT0815,CUST0281,Email,2025-01-08 10:37:23.089786,Não Atendido,2025-01
CONT0816,CUST0424,Email,2024-11-12 10:37:23.089790,Sucesso,2024-11
CONT0817,CUST0856,Email,2025-01-09 10:37:23.089795,Falha,2025-01
CONT0818,CUST0270,Reunião,2025-07-21 10:37:23.089800,Sucesso,2025-07
CONT0819,CUST0154,Reunião,2024-10-25 10:37:23.089804,Falha,2024-10
CONT0820,CUST0614,Telefone,2024-08-28 10:37:23.089809,Sucesso,2024-08
CONT0821,CUST0727,Reunião,2025-01-16 10:37:23.089813,Falha,2025-01
CONT0822,CUST0662,Email,2025-04-30 10:37:23.089818,Falha,2025-04
CONT0823,CUST0944,Telefone,2024-11-01 10:37:23.089822,Sucesso,2024-11
CONT0824,CUST0083,Email,2025-01-10 10:37:23.089827,Sucesso,2025-01
CONT0825,CUST0622,Email,2025-03-31 10:37:23.089831,Falha,2025-03
CONT0826,CUST0947,Telefone,2024-09-06 10:37:23.089836,Sucesso,2024-09
CONT0827,CUST0899,Chat,2024-10-23 10:37:23.089841,Sucesso,2024-10
CONT0828,CUST0426,Email,2024-11-28 10:37:23.089845,Sucesso,2024-11
CONT0829,CUST0275,Email,2024-11-15 10:37:23.089850,Falha,2024-11
CONT0830,CUST0713,Email,2024-11-09 10:37:23.089855,Sucesso,2024-11
CONT0831,CUST0284,Email,2025-01-31 10:37:23.089859,Sucesso,2025-01
CONT0832,CUST0980,Chat,2025-01-05 10:37:23.089864,Sucesso,2025-01
CONT0833,CUST0173,Telefone,2024-10-28 10:37:23.089868,Falha,2024-10
CONT0834,CUST0327,Telefone,2025-01-08 10:37:23.089873,Não Atendido,2025-01
CONT0835,CUST0718,Reunião,2025-05-23 10:37:23.089878,Não Atendido,2025-05
CONT0836,CUST0063,Email,2025-03-12 10:37:23.089882,Sucesso,2025-03
CONT0837,CUST0073,Telefone,2024-09-20 10:37:23.089887,Falha,2024-09
CONT0838,CUST0763,Telefone,2025-01-06 10:37:23.089891,Sucesso,2025-01
CONT0839,CUST0636,Telefone,2025-04-20 10:37:23.089896,Sucesso,2025-04
CONT0840,CUST0375,Chat,2025-03-31 10:37:23.089900,Sucesso,2025-03
CONT0841,CUST0633,Reunião,2025-07-28 10:37:23.089905,Sucesso,2025-07
CONT0842,CUST0508,Email,2025-06-21 10:37:23.089909,Não Atendido,2025-06
CONT0843,CUST0787,Reunião,2024-09-26 10:37:23.089914,Sucesso,2024-09
CONT0844,CUST0943,Email,2025-05-03 10:37:23.089919,Sucesso,2025-05
CONT0845,CUST0398,Email,2025-04-26 10:37:23.089923,Falha,2025-04
CONT0846,CUST0120,Email,2024-08-30 10:37:23.089928,Falha,2024-08
CONT0847,CUST0934,Email,2025-03-14 10:37:23.089932,Sucesso,2025-03
CONT0848,CUST0437,Telefone,2025-07-11 10:37:23.089937,Sucesso,2025-07
CONT0849,CUST0829,Telefone,2024-12-30 10:37:23.089941,Falha,2024-12
CONT0850,CUST0676,Chat,2025-07-20 10:37:23.089946,Sucesso,2025-07
CONT0851,CUST0936,Telefone,2025-02-21 10:37:23.089950,Sucesso,2025-02
CONT0852,CUST0465,Telefone,2025-05-17 10:37:23.089955,Sucesso,2025-05
CONT0853,CUST0286,Email,2025-05-27 10:37:23.089959,Sucesso,2025-05
CONT0854,CUST0265,Email,2024-10-01 10:37:23.089964,Falha,2024-10
CONT0855,CUST0320,Telefone,2024-11-26 10:37:23.089968,Sucesso,2024-11
CONT0856,CUST0673,Telefone,2025-02-26 10:37:23.089973,Sucesso,2025-02
CONT0857,CUST0376,Reunião,2024-09-14 10:37:23.089977,Sucesso,2024-09
CONT0858,CUST0820,Email,2025-06-30 10:37:23.089984,Sucesso,2025-06
CONT0859,CUST0089,Email,2025-01-18 10:37:23.089989,Sucesso,2025-01
CONT0860,CUST0654,Telefone,2025-01-19 10:37:23.089994,Sucesso,2025-01
CONT0861,CUST0203,Email,2024-11-25 10:37:23.089998,Sucesso,2024-11
CONT0862,CUST0821,Email,2025-02-09 10:37:23.090003,Sucesso,2025-02
CONT0863,CUST0739,Reunião,2025-07-03 10:37:23.090007,Sucesso,2025-07
CONT0864,CUST0955,Email,2025-05-17 10:37:23.090012,Sucesso,2025-05
CONT0865,CUST0334,Telefone,2024-12-30 10:37:23.090017,Sucesso,2024-12
CONT0866,CUST0222,Email,2025-03-02 10:37:23.090021,Sucesso,2025-03
CONT0867,CUST0041,Email,2025-08-03 10:37:23.090026,Não Atendido,2025-08
CONT0868,CUST0708,Email,2025-02-21 10:37:23.090030,Sucesso,2025-02
CONT0869,CUST0068,Reunião,2025-01-15 10:37:23.090035,Sucesso,2025-01
CONT0870,CUST0988,Email,2025-01-25 10:37:23.090039,Sucesso,2025-01
CONT0871,CUST0776,Reunião,2024-12-15 10:37:23.090044,Não Atendido,2024-12
CONT0872,CUST0514,Email,2025-01-13 10:37:23.090048,Sucesso,2025-01
CONT0873,CUST0873,Reunião,2025-03-10 10:37:23.090053,Falha,2025-03
CONT0874,CUST0637,Email,2025-03-01 10:37:23.090057,Sucesso,2025-03
CONT0875,CUST0622,Telefone,2024-11-01 10:37:23.090062,Não Atendido,2024-11
CONT0876,CUST0598,Telefone,2024-10-07 10:37:23.090066,Falha,2024-10
CONT0877,CUST0937,Chat,2025-02-22 10:37:23.090071,Sucesso,2025-02
CONT0878,CUST0632,Email,2024-09-30 10:37:23.090075,Sucesso,2024-09
CONT0879,CUST0127,Email,2025-05-31 10:37:23.090080,Sucesso,2025-05
CONT0880,CUST0255,Email,2025-05-11 10:37:23.090084,Sucesso,2025-05
CONT0881,CUST0695,Reunião,2025-01-02 10:37:23.090089,Sucesso,2025-01
CONT0882,CUST0016,Telefone,2025-08-06 10:37:23.090094,Sucesso,2025-08
CONT0883,CUST0477,Reunião,2025-03-25 10:37:23.090098,Sucesso,2025-03
CONT0884,CUST0062,Email,2025-02-03 10:37:23.090103,Sucesso,2025-02
CONT0885,CUST0881,Email,2024-08-21 10:37:23.090107,Sucesso,2024-08
CONT0886,CUST0432,Email,2025-03-20 10:37:23.090112,Sucesso,2025-03
CONT0887,CUST0670,Chat,2025-04-23 10:37:23.090117,Sucesso,2025-04
CONT0888,CUST0268,Telefone,2025-03-27 10:37:23.090121,Não Atendido,2025-03
CONT0889,CUST0035,Chat,2025-04-21 10:37:23.090126,Sucesso,2025-04
CONT0890,CUST0779,Email,2025-02-10 10:37:23.090130,Falha,2025-02
CONT0891,CUST0576,Telefone,2024-10-13 10:37:23.090135,Sucesso,2024-10
CONT0892,CUST0494,Telefone,2024-08-14 10:37:23.090140,Sucesso,2024-08
CONT0893,CUST0562,Email,2024-08-13 10:37:23.090144,Sucesso,2024-08
CONT0894,CUST0469,Reunião,2025-03-14 10:37:23.090149,Sucesso,2025-03
CONT0895,CUST0767,Chat,2025-05-25 10:37:23.090153,Falha,2025-05
CONT0896,CUST0661,Reunião,2025-04-21 10:37:23.090158,Sucesso,2025-04
CONT0897,CUST0325,Reunião,2025-04-07 10:37:23.090163,Sucesso,2025-04
CONT0898,CUST0304,Email,2025-07-21 10:37:23.090167,Não Atendido,2025-07
CONT0899,CUST0276,Email,2025-01-23 10:37:23.090171,Sucesso,2025-01
CONT0900,CUST0869,Chat,2024-09-14 10:37:23.090176,Não Atendido,2024-09
CONT0901,CUST0963,Email,2024-09-23 10:37:23.090180,Não Atendido,2024-09
CONT0902,CUST0684,Reunião,2024-10-14 10:37:23.090185,Sucesso,2024-10
CONT0903,CUST0929,Reunião,2024-11-28 10:37:23.090190,Sucesso,2024-11
CONT0904,CUST0201,Telefone,2025-04-10 10:37:23.090194,Sucesso,2025-04
CONT0905,CUST0445,Chat,2025-02-26 10:37:23.090199,Sucesso,2025-02
CONT0906,CUST0905,Email,2025-01-21 10:37:23.090203,Sucesso,2025-01
CONT0907,CUST0324,Email,2025-06-23 10:37:23.090208,Não Atendido,2025-06
CONT0908,CUST0035,Email,2024-09-27 10:37:23.090212,Falha,2024-09
CONT0909,CUST0977,Telefone,2025-02-09 10:37:23.090217,Sucesso,2025-02
CONT0910,CUST0482,Email,2025-06-24 10:37:23.090221,Sucesso,2025-06
CONT0911,CUST0728,Email,2024-11-09 10:37:23.090226,Sucesso,2024-11
CONT0912,CUST0480,Reunião,2025-05-21 10:37:23.090230,Sucesso,2025-05
CONT0913,CUST0065,Chat,2024-09-15 10:37:23.090235,Falha,2024-09
CONT0914,CUST0008,Email,2025-02-10 10:37:23.090239,Sucesso,2025-02
CONT0915,CUST0301,Email,2024-08-15 10:37:23.090244,Sucesso,2024-08
CONT0916,CUST0343,Chat,2025-08-04 10:37:23.090248,Sucesso,2025-08
CONT0917,CUST0431,Email,2025-01-05 10:37:23.090253,Falha,2025-01
CONT0918,CUST0424,Email,2024-08-30 10:37:23.090257,Sucesso,2024-08
CONT0919,CUST0332,Email,2025-05-25 10:37:23.090262,Falha,2025-05
CONT0920,CUST0438,Telefone,2025-06-17 10:37:23.090266,Sucesso,2025-06
CONT0921,CUST0588,Email,2025-06-01 10:37:23.090271,Falha,2025-06
CONT0922,CUST0174,Chat,2024-09-09 10:37:23.090275,Sucesso,2024-09
CONT0923,CUST0559,Telefone,2025-05-06 10:37:23.090280,Sucesso,2025-05
CONT0924,CUST0527,Telefone,2025-02-12 10:37:23.090284,Falha,2025-02
CONT0925,CUST0873,Email,2025-03-15 10:37:23.090289,Sucesso,2025-03
CONT0926,CUST0659,Telefone,2025-07-31 10:37:23.090293,Sucesso,2025-07
CONT0927,CUST0026,Telefone,2024-11-11 10:37:23.090298,Sucesso,2024-11
CONT0928,CUST0820,Reunião,2024-09-19 10:37:23.090303,Falha,2024-09
CONT0929,CUST0605,Reunião,2025-08-03 10:37:23.090307,Não Atendido,2025-08
CONT0930,CUST0406,Telefone,2025-03-22 10:37:23.090312,Sucesso,2025-03
CONT0931,CUST0232,Chat,2024-12-19 10:37:23.090316,Sucesso,2024-12
CONT0932,CUST0533,Reunião,2025-05-11 10:37:23.090321,Falha,2025-05
CONT0933,CUST0819,Reunião,2025-07-21 10:37:23.090325,Sucesso,2025-07
CONT0934,CUST0550,Email,2025-06-16 10:37:23.090330,Não Atendido,2025-06
CONT0935,CUST0788,Email,2025-03-26 10:37:23.090334,Sucesso,2025-03
CONT0936,CUST0505,Email,2025-01-08 10:37:23.090339,Não Atendido,2025-01
CONT0937,CUST0669,Telefone,2024-09-16 10:37:23.090343,Falha,2024-09
CONT0938,CUST0179,Telefone,2024-12-31 10:37:23.090348,Falha,2024-12
CONT0939,CUST0132,Telefone,2025-01-14 10:37:23.090352,Sucesso,2025-01
CONT0940,CUST0823,Reunião,2025-01-08 10:37:23.090357,Sucesso,2025-01
CONT0941,CUST0455,Reunião,2024-11-03 10:37:23.090361,Sucesso,2024-11
CONT0942,CUST0348,Chat,2025-07-14 10:37:23.090366,Sucesso,2025-07
CONT0943,CUST0540,Email,2025-08-03 10:37:23.090372,Sucesso,2025-08
CONT0944,CUST0772,Telefone,2025-03-08 10:37:23.090377,Sucesso,2025-03
CONT0945,CUST0406,Email,2024-11-21 10:37:23.090381,Falha,2024-11
CONT0946,CUST0076,Email,2024-09-17 10:37:23.090386,Sucesso,2024-09
CONT0947,CUST0941,Email,2024-08-15 10:37:23.090390,Sucesso,2024-08
CONT0948,CUST0579,Email,2025-02-20 10:37:23.090395,Sucesso,2025-02
CONT0949,CUST0854,Telefone,2025-02-12 10:37:23.090400,Sucesso,2025-02
CONT0950,CUST0492,Reunião,2024-10-01 10:37:23.090404,Sucesso,2024-10
CONT0951,CUST0194,Email,2024-10-20 10:37:23.090409,Sucesso,2024-10
CONT0952,CUST0984,Reunião,2025-06-12 10:37:23.090413,Falha,2025-06
CONT0953,CUST0162,Telefone,2025-04-21 10:37:23.090418,Sucesso,2025-04
CONT0954,CUST0347,Email,2024-10-15 10:37:23.090422,Sucesso,2024-10
CONT0955,CUST0951,Telefone,2024-09-17 10:37:23.090427,Sucesso,2024-09
CONT0956,CUST0361,Email,2024-10-09 10:37:23.090431,Falha,2024-10
CONT0957,CUST0769,Telefone,2024-09-07 10:37:23.090436,Sucesso,2024-09
CONT0958,CUST0584,Telefone,2025-03-19 10:37:23.090441,Falha,2025-03
CONT0959,CUST0087,Email,2025-03-05 10:37:23.090446,Sucesso,2025-03
CONT0960,CUST0934,Email,2024-11-18 10:37:23.090450,Falha,2024-11
CONT0961,CUST0262,Telefone,2024-11-07 10:37:23.090455,Sucesso,2024-11
CONT0962,CUST0214,Chat,2024-12-18 10:37:23.090459,Sucesso,2024-12
CONT0963,CUST0665,Email,2024-12-09 10:37:23.090464,Sucesso,2024-12
CONT0964,CUST0722,Reunião,2024-08-17 10:37:23.090468,Sucesso,2024-08
CONT0965,CUST0913,Telefone,2024-09-04 10:37:23.090473,Sucesso,2024-09
CONT0966,CUST0573,Chat,2024-11-22 10:37:23.090477,Falha,2024-11
CONT0967,CUST0780,Reunião,2024-12-01 10:37:23.090482,Sucesso,2024-12
CONT0968,CUST0262,Telefone,2025-05-22 10:37:23.090486,Não Atendido,2025-05
CONT0969,CUST0730,Telefone,2025-02-08 10:37:23.090491,Falha,2025-02
CONT0970,CUST0283,Reunião,2025-06-02 10:37:23.090495,Sucesso,2025-06
CONT0971,CUST0648,Email,2024-10-03 10:37:23.090500,Falha,2024-10
CONT0972,CUST0467,Email,2024-08-24 10:37:23.090504,Sucesso,2024-08
CONT0973,CUST0380,Email,2025-02-17 10:37:23.090509,Sucesso,2025-02
CONT0974,CUST0362,Reunião,2025-07-16 10:37:23.090514,Não Atendido,2025-07
CONT0975,CUST0449,Reunião,2025-04-22 10:37:23.090519,Sucesso,2025-04
CONT0976,CUST0441,Email,2024-09-18 10:37:23.090524,Sucesso,2024-09
CONT0977,CUST0093,Telefone,2024-12-23 10:37:23.090528,Sucesso,2024-12
CONT0978,CUST0621,Telefone,2025-01-03 10:37:23.090533,Sucesso,2025-01
