contact_id,customer_id,contact_type,contact_date,contact_outcome
CONT0740,CUST0862,Telefone,2024-12-31 10:37:23.089432,Sucesso
CONT0741,CUST0783,Reunião,2025-07-17 10:37:23.089436,Sucesso
CONT0742,CUST0859,Email,2025-05-07 10:37:23.089441,Sucesso
CONT0743,CUST0931,Telefone,2025-04-02 10:37:23.089445,Sucesso
CONT0744,CUST0289,Telefone,2025-05-19 10:37:23.089450,Falha
CONT0745,CUST0724,Email,2024-09-29 10:37:23.089454,Sucesso
CONT0746,CUST0893,Telefone,2024-12-12 10:37:23.089459,Falha
CONT0747,CUST0272,Email,2025-02-06 10:37:23.089463,Não Atendido
CONT0748,CUST0930,Telefone,2025-07-13 10:37:23.089468,Falha
CONT0749,CUST0066,Email,2025-03-04 10:37:23.089472,Sucesso
CONT0750,CUST0483,Telefone,2025-08-02 10:37:23.089477,Não Atendido
CONT0751,CUST0936,Email,2025-04-09 10:37:23.089481,Sucesso
CONT0752,CUST0248,Reunião,2024-11-03 10:37:23.089486,Sucesso
CONT0753,CUST0156,Email,2025-07-20 10:37:23.089490,Falha
CONT0754,CUST0047,Telefone,2025-01-21 10:37:23.089495,Sucesso
CONT0755,CUST0935,Telefone,2025-06-11 10:37:23.089500,Sucesso
CONT0756,CUST0454,Reunião,2025-05-06 10:37:23.089505,Sucesso
CONT0757,CUST0201,Telefone,2025-07-19 10:37:23.089509,Sucesso
CONT0758,CUST0660,Telefone,2024-08-19 10:37:23.089514,Sucesso
CONT0759,CUST0124,Reunião,2025-01-26 10:37:23.089518,Sucesso
CONT0760,CUST0001,Reunião,2024-12-13 10:37:23.089523,Não Atendido
CONT0761,CUST0968,Email,2024-11-03 10:37:23.089527,Não Atendido
CONT0762,CUST0759,Telefone,2024-12-23 10:37:23.089532,Falha
CONT0763,CUST0855,Reunião,2024-12-17 10:37:23.089536,Sucesso
CONT0764,CUST0640,Chat,2025-06-28 10:37:23.089541,Sucesso
CONT0765,CUST0191,Reunião,2024-09-18 10:37:23.089545,Não Atendido
CONT0766,CUST0579,Email,2025-03-07 10:37:23.089550,Falha
CONT0767,CUST0516,Email,2025-04-02 10:37:23.089566,Sucesso
CONT0768,CUST0442,Telefone,2024-12-13 10:37:23.089570,Sucesso
CONT0769,CUST0921,Reunião,2025-06-13 10:37:23.089575,Sucesso
CONT0770,CUST0815,Telefone,2025-02-16 10:37:23.089579,Sucesso
CONT0771,CUST0806,Telefone,2025-04-20 10:37:23.089584,Sucesso
CONT0772,CUST0143,Reunião,2024-08-18 10:37:23.089588,Falha
CONT0773,CUST0191,Email,2025-02-04 10:37:23.089596,Sucesso
CONT0774,CUST0533,Reunião,2025-01-21 10:37:23.089600,Sucesso
CONT0775,CUST0227,Telefone,2025-05-12 10:37:23.089605,Sucesso
CONT0776,CUST0313,Email,2025-01-18 10:37:23.089609,Sucesso
CONT0777,CUST0629,Telefone,2024-09-04 10:37:23.089614,Sucesso
CONT0778,CUST0949,Reunião,2024-09-19 10:37:23.089618,Sucesso
CONT0779,CUST0302,Email,2024-11-05 10:37:23.089623,Sucesso
CONT0780,CUST0654,Email,2025-01-08 10:37:23.089628,Falha
CONT0781,CUST0996,Chat,2025-04-11 10:37:23.089632,Sucesso
CONT0782,CUST0460,Email,2025-01-28 10:37:23.089637,Sucesso
CONT0783,CUST0401,Telefone,2025-06-26 10:37:23.089641,Sucesso
CONT0784,CUST0551,Telefone,2025-06-26 10:37:23.089646,Falha
CONT0785,CUST0393,Telefone,2024-09-26 10:37:23.089650,Sucesso
CONT0786,CUST0867,Telefone,2024-11-04 10:37:23.089655,Falha
CONT0787,CUST0764,Email,2024-09-12 10:37:23.089659,Sucesso
CONT0788,CUST0845,Telefone,2025-07-21 10:37:23.089664,Falha
CONT0789,CUST0207,Email,2024-10-28 10:37:23.089668,Falha
CONT0790,CUST0210,Telefone,2024-11-22 10:37:23.089673,Sucesso
CONT0791,CUST0115,Email,2025-06-05 10:37:23.089677,Sucesso
CONT0792,CUST0737,Telefone,2025-06-06 10:37:23.089682,Sucesso
CONT0793,CUST0646,Email,2025-04-29 10:37:23.089686,Falha
CONT0794,CUST0251,Email,2025-07-19 10:37:23.089691,Sucesso
CONT0795,CUST0219,Email,2025-07-21 10:37:23.089695,Sucesso
CONT0796,CUST0407,Email,2024-09-16 10:37:23.089700,Falha
CONT0797,CUST0443,Reunião,2024-12-04 10:37:23.089704,Falha
CONT0798,CUST0603,Email,2024-11-29 10:37:23.089709,Sucesso
CONT0799,CUST0354,Chat,2025-05-18 10:37:23.089713,Sucesso
CONT0800,CUST0888,Chat,2025-06-29 10:37:23.089718,Sucesso
CONT0801,CUST0558,Telefone,2025-07-02 10:37:23.089723,Sucesso
CONT0802,CUST0550,Email,2025-01-22 10:37:23.089727,Sucesso
CONT0803,CUST0142,Email,2025-03-02 10:37:23.089732,Sucesso
CONT0804,CUST0612,Reunião,2025-01-15 10:37:23.089736,Sucesso
CONT0805,CUST0501,Email,2025-01-23 10:37:23.089741,Falha
CONT0806,CUST0840,Email,2025-01-03 10:37:23.089745,Sucesso
CONT0807,CUST0702,Telefone,2024-10-26 10:37:23.089750,Sucesso
CONT0808,CUST0547,Reunião,2025-01-23 10:37:23.089754,Sucesso
CONT0809,CUST0659,Reunião,2024-10-04 10:37:23.089759,Sucesso
CONT0810,CUST0542,Email,2025-03-08 10:37:23.089764,Sucesso
CONT0811,CUST0846,Telefone,2025-07-24 10:37:23.089768,Sucesso
CONT0812,CUST0507,Email,2024-09-16 10:37:23.089772,Falha
CONT0813,CUST0596,Email,2025-03-14 10:37:23.089777,Sucesso
CONT0814,CUST0881,Reunião,2025-06-11 10:37:23.089781,Sucesso
CONT0815,CUST0281,Email,2025-01-08 10:37:23.089786,Não Atendido
CONT0816,CUST0424,Email,2024-11-12 10:37:23.089790,Sucesso
CONT0817,CUST0856,Email,2025-01-09 10:37:23.089795,Falha
CONT0818,CUST0270,Reunião,2025-07-21 10:37:23.089800,Sucesso
CONT0819,CUST0154,Reunião,2024-10-25 10:37:23.089804,Falha
CONT0820,CUST0614,Telefone,2024-08-28 10:37:23.089809,Sucesso
CONT0821,CUST0727,Reunião,2025-01-16 10:37:23.089813,Falha
CONT0822,CUST0662,Email,2025-04-30 10:37:23.089818,Falha
CONT0823,CUST0944,Telefone,2024-11-01 10:37:23.089822,Sucesso
CONT0824,CUST0083,Email,2025-01-10 10:37:23.089827,Sucesso
CONT0825,CUST0622,Email,2025-03-31 10:37:23.089831,Falha
CONT0826,CUST0947,Telefone,2024-09-06 10:37:23.089836,Sucesso
CONT0827,CUST0899,Chat,2024-10-23 10:37:23.089841,Sucesso
CONT0828,CUST0426,Email,2024-11-28 10:37:23.089845,Sucesso
CONT0829,CUST0275,Email,2024-11-15 10:37:23.089850,Falha
CONT0830,CUST0713,Email,2024-11-09 10:37:23.089855,Sucesso
CONT0831,CUST0284,Email,2025-01-31 10:37:23.089859,Sucesso
CONT0832,CUST0980,Chat,2025-01-05 10:37:23.089864,Sucesso
CONT0833,CUST0173,Telefone,2024-10-28 10:37:23.089868,Falha
CONT0834,CUST0327,Telefone,2025-01-08 10:37:23.089873,Não Atendido
CONT0835,CUST0718,Reunião,2025-05-23 10:37:23.089878,Não Atendido
CONT0836,CUST0063,Email,2025-03-12 10:37:23.089882,Sucesso
CONT0837,CUST0073,Telefone,2024-09-20 10:37:23.089887,Falha
CONT0838,CUST0763,Telefone,2025-01-06 10:37:23.089891,Sucesso
CONT0839,CUST0636,Telefone,2025-04-20 10:37:23.089896,Sucesso
CONT0840,CUST0375,Chat,2025-03-31 10:37:23.089900,Sucesso
CONT0841,CUST0633,Reunião,2025-07-28 10:37:23.089905,Sucesso
CONT0842,CUST0508,Email,2025-06-21 10:37:23.089909,Não Atendido
CONT0843,CUST0787,Reunião,2024-09-26 10:37:23.089914,Sucesso
CONT0844,CUST0943,Email,2025-05-03 10:37:23.089919,Sucesso
CONT0845,CUST0398,Email,2025-04-26 10:37:23.089923,Falha
CONT0846,CUST0120,Email,2024-08-30 10:37:23.089928,Falha
CONT0847,CUST0934,Email,2025-03-14 10:37:23.089932,Sucesso
CONT0848,CUST0437,Telefone,2025-07-11 10:37:23.089937,Sucesso
CONT0849,CUST0829,Telefone,2024-12-30 10:37:23.089941,Falha
CONT0850,CUST0676,Chat,2025-07-20 10:37:23.089946,Sucesso
CONT0851,CUST0936,Telefone,2025-02-21 10:37:23.089950,Sucesso
CONT0852,CUST0465,Telefone,2025-05-17 10:37:23.089955,Sucesso
CONT0853,CUST0286,Email,2025-05-27 10:37:23.089959,Sucesso
CONT0854,CUST0265,Email,2024-10-01 10:37:23.089964,Falha
CONT0855,CUST0320,Telefone,2024-11-26 10:37:23.089968,Sucesso
CONT0856,CUST0673,Telefone,2025-02-26 10:37:23.089973,Sucesso
CONT0857,CUST0376,Reunião,2024-09-14 10:37:23.089977,Sucesso
CONT0858,CUST0820,Email,2025-06-30 10:37:23.089984,Sucesso
CONT0859,CUST0089,Email,2025-01-18 10:37:23.089989,Sucesso
CONT0860,CUST0654,Telefone,2025-01-19 10:37:23.089994,Sucesso
CONT0861,CUST0203,Email,2024-11-25 10:37:23.089998,Sucesso
CONT0862,CUST0821,Email,2025-02-09 10:37:23.090003,Sucesso
CONT0863,CUST0739,Reunião,2025-07-03 10:37:23.090007,Sucesso
CONT0864,CUST0955,Email,2025-05-17 10:37:23.090012,Sucesso
CONT0865,CUST0334,Telefone,2024-12-30 10:37:23.090017,Sucesso
CONT0866,CUST0222,Email,2025-03-02 10:37:23.090021,Sucesso
CONT0867,CUST0041,Email,2025-08-03 10:37:23.090026,Não Atendido
CONT0868,CUST0708,Email,2025-02-21 10:37:23.090030,Sucesso
CONT0869,CUST0068,Reunião,2025-01-15 10:37:23.090035,Sucesso
CONT0870,CUST0988,Email,2025-01-25 10:37:23.090039,Sucesso
CONT0871,CUST0776,Reunião,2024-12-15 10:37:23.090044,Não Atendido
CONT0872,CUST0514,Email,2025-01-13 10:37:23.090048,Sucesso
CONT0873,CUST0873,Reunião,2025-03-10 10:37:23.090053,Falha
CONT0874,CUST0637,Email,2025-03-01 10:37:23.090057,Sucesso
CONT0875,CUST0622,Telefone,2024-11-01 10:37:23.090062,Não Atendido
CONT0876,CUST0598,Telefone,2024-10-07 10:37:23.090066,Falha
CONT0877,CUST0937,Chat,2025-02-22 10:37:23.090071,Sucesso
CONT0878,CUST0632,Email,2024-09-30 10:37:23.090075,Sucesso
CONT0879,CUST0127,Email,2025-05-31 10:37:23.090080,Sucesso
CONT0880,CUST0255,Email,2025-05-11 10:37:23.090084,Sucesso
CONT0881,CUST0695,Reunião,2025-01-02 10:37:23.090089,Sucesso
CONT0882,CUST0016,Telefone,2025-08-06 10:37:23.090094,Sucesso
CONT0883,CUST0477,Reunião,2025-03-25 10:37:23.090098,Sucesso
CONT0884,CUST0062,Email,2025-02-03 10:37:23.090103,Sucesso
CONT0885,CUST0881,Email,2024-08-21 10:37:23.090107,Sucesso
CONT0886,CUST0432,Email,2025-03-20 10:37:23.090112,Sucesso
CONT0887,CUST0670,Chat,2025-04-23 10:37:23.090117,Sucesso
CONT0888,CUST0268,Telefone,2025-03-27 10:37:23.090121,Não Atendido
CONT0889,CUST0035,Chat,2025-04-21 10:37:23.090126,Sucesso
CONT0890,CUST0779,Email,2025-02-10 10:37:23.090130,Falha
CONT0891,CUST0576,Telefone,2024-10-13 10:37:23.090135,Sucesso
CONT0892,CUST0494,Telefone,2024-08-14 10:37:23.090140,Sucesso
CONT0893,CUST0562,Email,2024-08-13 10:37:23.090144,Sucesso
CONT0894,CUST0469,Reunião,2025-03-14 10:37:23.090149,Sucesso
CONT0895,CUST0767,Chat,2025-05-25 10:37:23.090153,Falha
CONT0896,CUST0661,Reunião,2025-04-21 10:37:23.090158,Sucesso
CONT0897,CUST0325,Reunião,2025-04-07 10:37:23.090163,Sucesso
CONT0898,CUST0304,Email,2025-07-21 10:37:23.090167,Não Atendido
CONT0899,CUST0276,Email,2025-01-23 10:37:23.090171,Sucesso
CONT0900,CUST0869,Chat,2024-09-14 10:37:23.090176,Não Atendido
CONT0901,CUST0963,Email,2024-09-23 10:37:23.090180,Não Atendido
CONT0902,CUST0684,Reunião,2024-10-14 10:37:23.090185,Sucesso
CONT0903,CUST0929,Reunião,2024-11-28 10:37:23.090190,Sucesso
CONT0904,CUST0201,Telefone,2025-04-10 10:37:23.090194,Sucesso
CONT0905,CUST0445,Chat,2025-02-26 10:37:23.090199,Sucesso
CONT0906,CUST0905,Email,2025-01-21 10:37:23.090203,Sucesso
CONT0907,CUST0324,Email,2025-06-23 10:37:23.090208,Não Atendido
CONT0908,CUST0035,Email,2024-09-27 10:37:23.090212,Falha
CONT0909,CUST0977,Telefone,2025-02-09 10:37:23.090217,Sucesso
CONT0910,CUST0482,Email,2025-06-24 10:37:23.090221,Sucesso
CONT0911,CUST0728,Email,2024-11-09 10:37:23.090226,Sucesso
CONT0912,CUST0480,Reunião,2025-05-21 10:37:23.090230,Sucesso
CONT0913,CUST0065,Chat,2024-09-15 10:37:23.090235,Falha
CONT0914,CUST0008,Email,2025-02-10 10:37:23.090239,Sucesso
CONT0915,CUST0301,Email,2024-08-15 10:37:23.090244,Sucesso
CONT0916,CUST0343,Chat,2025-08-04 10:37:23.090248,Sucesso
CONT0917,CUST0431,Email,2025-01-05 10:37:23.090253,Falha
CONT0918,CUST0424,Email,2024-08-30 10:37:23.090257,Sucesso
CONT0919,CUST0332,Email,2025-05-25 10:37:23.090262,Falha
CONT0920,CUST0438,Telefone,2025-06-17 10:37:23.090266,Sucesso
CONT0921,CUST0588,Email,2025-06-01 10:37:23.090271,Falha
CONT0922,CUST0174,Chat,2024-09-09 10:37:23.090275,Sucesso
CONT0923,CUST0559,Telefone,2025-05-06 10:37:23.090280,Sucesso
CONT0924,CUST0527,Telefone,2025-02-12 10:37:23.090284,Falha
CONT0925,CUST0873,Email,2025-03-15 10:37:23.090289,Sucesso
CONT0926,CUST0659,Telefone,2025-07-31 10:37:23.090293,Sucesso
CONT0927,CUST0026,Telefone,2024-11-11 10:37:23.090298,Sucesso
CONT0928,CUST0820,Reunião,2024-09-19 10:37:23.090303,Falha
CONT0929,CUST0605,Reunião,2025-08-03 10:37:23.090307,Não Atendido
CONT0930,CUST0406,Telefone,2025-03-22 10:37:23.090312,Sucesso
CONT0931,CUST0232,Chat,2024-12-19 10:37:23.090316,Sucesso
CONT0932,CUST0533,Reunião,2025-05-11 10:37:23.090321,Falha
CONT0933,CUST0819,Reunião,2025-07-21 10:37:23.090325,Sucesso
CONT0934,CUST0550,Email,2025-06-16 10:37:23.090330,Não Atendido
CONT0935,CUST0788,Email,2025-03-26 10:37:23.090334,Sucesso
CONT0936,CUST0505,Email,2025-01-08 10:37:23.090339,Não Atendido
CONT0937,CUST0669,Telefone,2024-09-16 10:37:23.090343,Falha
CONT0938,CUST0179,Telefone,2024-12-31 10:37:23.090348,Falha
CONT0939,CUST0132,Telefone,2025-01-14 10:37:23.090352,Sucesso
CONT0940,CUST0823,Reunião,2025-01-08 10:37:23.090357,Sucesso
CONT0941,CUST0455,Reunião,2024-11-03 10:37:23.090361,Sucesso
CONT0942,CUST0348,Chat,2025-07-14 10:37:23.090366,Sucesso
CONT0943,CUST0540,Email,2025-08-03 10:37:23.090372,Sucesso
CONT0944,CUST0772,Telefone,2025-03-08 10:37:23.090377,Sucesso
CONT0945,CUST0406,Email,2024-11-21 10:37:23.090381,Falha
CONT0946,CUST0076,Email,2024-09-17 10:37:23.090386,Sucesso
CONT0947,CUST0941,Email,2024-08-15 10:37:23.090390,Sucesso
CONT0948,CUST0579,Email,2025-02-20 10:37:23.090395,Sucesso
CONT0949,CUST0854,Telefone,2025-02-12 10:37:23.090400,Sucesso
CONT0950,CUST0492,Reunião,2024-10-01 10:37:23.090404,Sucesso
CONT0951,CUST0194,Email,2024-10-20 10:37:23.090409,Sucesso
CONT0952,CUST0984,Reunião,2025-06-12 10:37:23.090413,Falha
CONT0953,CUST0162,Telefone,2025-04-21 10:37:23.090418,Sucesso
CONT0954,CUST0347,Email,2024-10-15 10:37:23.090422,Sucesso
CONT0955,CUST0951,Telefone,2024-09-17 10:37:23.090427,Sucesso
CONT0956,CUST0361,Email,2024-10-09 10:37:23.090431,Falha
CONT0957,CUST0769,Telefone,2024-09-07 10:37:23.090436,Sucesso
CONT0958,CUST0584,Telefone,2025-03-19 10:37:23.090441,Falha
CONT0959,CUST0087,Email,2025-03-05 10:37:23.090446,Sucesso
CONT0960,CUST0934,Email,2024-11-18 10:37:23.090450,Falha
CONT0961,CUST0262,Telefone,2024-11-07 10:37:23.090455,Sucesso
CONT0962,CUST0214,Chat,2024-12-18 10:37:23.090459,Sucesso
CONT0963,CUST0665,Email,2024-12-09 10:37:23.090464,Sucesso
CONT0964,CUST0722,Reunião,2024-08-17 10:37:23.090468,Sucesso
CONT0965,CUST0913,Telefone,2024-09-04 10:37:23.090473,Sucesso
CONT0966,CUST0573,Chat,2024-11-22 10:37:23.090477,Falha
CONT0967,CUST0780,Reunião,2024-12-01 10:37:23.090482,Sucesso
CONT0968,CUST0262,Telefone,2025-05-22 10:37:23.090486,Não Atendido
CONT0969,CUST0730,Telefone,2025-02-08 10:37:23.090491,Falha
CONT0970,CUST0283,Reunião,2025-06-02 10:37:23.090495,Sucesso
CONT0971,CUST0648,Email,2024-10-03 10:37:23.090500,Falha
CONT0972,CUST0467,Email,2024-08-24 10:37:23.090504,Sucesso
CONT0973,CUST0380,Email,2025-02-17 10:37:23.090509,Sucesso
CONT0974,CUST0362,Reunião,2025-07-16 10:37:23.090514,Não Atendido
CONT0975,CUST0449,Reunião,2025-04-22 10:37:23.090519,Sucesso
CONT0976,CUST0441,Email,2024-09-18 10:37:23.090524,Sucesso
CONT0977,CUST0093,Telefone,2024-12-23 10:37:23.090528,Sucesso
CONT0978,CUST0621,Telefone,2025-01-03 10:37:23.090533,Sucesso
CONT0979,CUST0753,Email,2025-05-30 10:37:23.090538,Não Atendido
CONT0980,CUST0867,Chat,2025-05-15 10:37:23.090542,Sucesso
CONT0981,CUST0424,Email,2025-04-26 10:37:23.090547,Sucesso
CONT0982,CUST0142,Email,2025-06-29 10:37:23.090551,Sucesso
CONT0983,CUST0291,Telefone,2025-07-25 10:37:23.090565,Sucesso
CONT0984,CUST0432,Reunião,2024-10-14 10:37:23.090570,Sucesso
CONT0985,CUST0749,Email,2024-09-28 10:37:23.090575,Sucesso
CONT0986,CUST0852,Telefone,2025-02-07 10:37:23.090579,Sucesso
CONT0987,CUST0824,Telefone,2024-11-12 10:37:23.090584,Sucesso
CONT0988,CUST0689,Email,2025-07-25 10:37:23.090588,Não Atendido
CONT0989,CUST0653,Email,2025-04-09 10:37:23.090593,Sucesso
CONT0990,CUST0701,Telefone,2024-08-19 10:37:23.090597,Falha
CONT0991,CUST0998,Email,2025-06-11 10:37:23.090602,Falha
CONT0992,CUST0049,Chat,2025-06-28 10:37:23.090606,Falha
CONT0993,CUST0302,Reunião,2024-09-05 10:37:23.090611,Falha
CONT0994,CUST0881,Chat,2025-04-01 10:37:23.090616,Sucesso
CONT0995,CUST0190,Email,2025-02-15 10:37:23.090620,Sucesso
CONT0996,CUST0136,Chat,2025-07-03 10:37:23.090624,Sucesso
CONT0997,CUST0555,Telefone,2024-11-21 10:37:23.090629,Sucesso
CONT0998,CUST0404,Email,2025-08-02 10:37:23.090634,Falha
CONT0999,CUST0892,Email,2025-01-01 10:37:23.090638,Sucesso
CONT1000,CUST0865,Email,2025-07-27 10:37:23.090642,Falha
CONT1001,CUST0602,Telefone,2024-09-14 10:37:23.090647,Sucesso
CONT1002,CUST0807,Telefone,2025-04-12 10:37:23.090652,Não Atendido
CONT1003,CUST0341,Email,2025-02-04 10:37:23.090656,Sucesso
CONT1004,CUST0757,Telefone,2024-08-10 10:37:23.090661,Sucesso
CONT1005,CUST0945,Email,2025-04-13 10:37:23.090666,Sucesso
CONT1006,CUST0704,Telefone,2025-02-26 10:37:23.090670,Falha
CONT1007,CUST0318,Email,2025-06-01 10:37:23.090675,Sucesso
CONT1008,CUST0618,Reunião,2025-01-19 10:37:23.090679,Não Atendido
CONT1009,CUST0363,Reunião,2025-07-07 10:37:23.090684,Não Atendido
CONT1010,CUST0822,Telefone,2025-05-24 10:37:23.090689,Falha
CONT1011,CUST0382,Email,2024-12-13 10:37:23.090693,Sucesso
CONT1012,CUST0233,Email,2024-09-14 10:37:23.090698,Falha
CONT1013,CUST0777,Reunião,2025-06-02 10:37:23.090702,Falha
CONT1014,CUST0344,Email,2025-05-29 10:37:23.090707,Sucesso
CONT1015,CUST0549,Email,2024-10-14 10:37:23.090711,Sucesso
CONT1016,CUST0817,Email,2025-07-18 10:37:23.090716,Sucesso
CONT1017,CUST0553,Telefone,2024-12-24 10:37:23.090721,Sucesso
CONT1018,CUST0529,Telefone,2025-01-20 10:37:23.090725,Sucesso
CONT1019,CUST0856,Reunião,2025-06-29 10:37:23.090730,Não Atendido
CONT1020,CUST0789,Email,2025-03-15 10:37:23.090734,Sucesso
CONT1021,CUST0819,Email,2025-06-23 10:37:23.090739,Sucesso
CONT1022,CUST0571,Reunião,2024-09-15 10:37:23.090744,Não Atendido
CONT1023,CUST0935,Reunião,2025-05-08 10:37:23.090748,Sucesso
CONT1024,CUST0183,Email,2024-12-12 10:37:23.090753,Falha
CONT1025,CUST0041,Telefone,2025-05-29 10:37:23.090758,Sucesso
CONT1026,CUST0551,Email,2025-02-22 10:37:23.090762,Sucesso
CONT1027,CUST0397,Chat,2025-03-30 10:37:23.090767,Sucesso
CONT1028,CUST0704,Email,2025-01-05 10:37:23.090771,Sucesso
CONT1029,CUST0779,Chat,2024-09-01 10:37:23.090778,Sucesso
CONT1030,CUST0494,Telefone,2025-05-10 10:37:23.090783,Falha
CONT1031,CUST0659,Telefone,2024-09-06 10:37:23.090787,Sucesso
CONT1032,CUST0907,Email,2024-11-28 10:37:23.090792,Falha
CONT1033,CUST0333,Telefone,2024-08-23 10:37:23.090796,Sucesso
CONT1034,CUST0127,Telefone,2025-05-27 10:37:23.090801,Sucesso
CONT1035,CUST0558,Email,2025-02-23 10:37:23.090805,Sucesso
CONT1036,CUST0557,Telefone,2025-06-19 10:37:23.090810,Sucesso
CONT1037,CUST0001,Chat,2025-06-16 10:37:23.090815,Falha
CONT1038,CUST0168,Telefone,2024-10-22 10:37:23.090819,Não Atendido
CONT1039,CUST0620,Reunião,2024-11-02 10:37:23.090824,Falha
CONT1040,CUST0019,Email,2025-04-15 10:37:23.090828,Sucesso
CONT1041,CUST0332,Telefone,2024-12-11 10:37:23.090833,Sucesso
CONT1042,CUST0584,Email,2025-03-27 10:37:23.090837,Sucesso
CONT1043,CUST0456,Telefone,2024-11-06 10:37:23.090842,Falha
CONT1044,CUST0957,Chat,2025-02-22 10:37:23.090847,Sucesso
CONT1045,CUST0109,Telefone,2024-10-18 10:37:23.090851,Sucesso
CONT1046,CUST0268,Email,2024-12-07 10:37:23.090856,Sucesso
CONT1047,CUST0445,Email,2024-09-21 10:37:23.090860,Sucesso
CONT1048,CUST0240,Telefone,2025-03-22 10:37:23.090865,Sucesso
CONT1049,CUST0929,Telefone,2025-05-20 10:37:23.090869,Sucesso
CONT1050,CUST0301,Reunião,2025-02-18 10:37:23.090874,Falha
CONT1051,CUST0602,Reunião,2025-04-06 10:37:23.090878,Não Atendido
CONT1052,CUST0103,Telefone,2025-02-12 10:37:23.090883,Sucesso
CONT1053,CUST0988,Email,2024-10-11 10:37:23.090887,Sucesso
CONT1054,CUST0250,Email,2025-05-17 10:37:23.090892,Sucesso
CONT1055,CUST0453,Email,2025-05-12 10:37:23.090896,Não Atendido
CONT1056,CUST0520,Email,2024-12-25 10:37:23.090901,Não Atendido
CONT1057,CUST0153,Telefone,2025-07-22 10:37:23.090905,Não Atendido
CONT1058,CUST0859,Telefone,2024-10-01 10:37:23.090922,Falha
CONT1059,CUST0174,Telefone,2024-08-14 10:37:23.090927,Sucesso
CONT1060,CUST0343,Email,2025-02-25 10:37:23.090932,Falha
CONT1061,CUST0670,Email,2025-05-01 10:37:23.090936,Sucesso
CONT1062,CUST0431,Email,2025-03-04 10:37:23.090941,Sucesso
CONT1063,CUST0727,Email,2025-08-05 10:37:23.090946,Falha
CONT1064,CUST0689,Reunião,2024-08-22 10:37:23.090950,Sucesso
CONT1065,CUST0687,Email,2025-02-19 10:37:23.090955,Sucesso
CONT1066,CUST0852,Telefone,2024-09-26 10:37:23.090959,Sucesso
CONT1067,CUST0850,Email,2024-09-16 10:37:23.090964,Sucesso
CONT1068,CUST0658,Reunião,2025-05-07 10:37:23.090968,Falha
CONT1069,CUST0962,Telefone,2025-02-07 10:37:23.090973,Sucesso
CONT1070,CUST0324,Email,2024-12-19 10:37:23.090977,Sucesso
CONT1071,CUST0990,Telefone,2024-10-10 10:37:23.090982,Sucesso
CONT1072,CUST0673,Reunião,2025-03-12 10:37:23.090986,Sucesso
CONT1073,CUST0639,Chat,2024-10-31 10:37:23.090991,Sucesso
CONT1074,CUST0420,Email,2025-01-30 10:37:23.090995,Sucesso
CONT1075,CUST0594,Reunião,2024-08-25 10:37:23.091000,Sucesso
CONT1076,CUST0485,Chat,2024-08-22 10:37:23.091004,Falha
CONT1077,CUST0659,Chat,2024-09-27 10:37:23.091009,Não Atendido
CONT1078,CUST0751,Telefone,2025-04-01 10:37:23.091013,Sucesso
CONT1079,CUST0412,Telefone,2025-07-31 10:37:23.091018,Sucesso
CONT1080,CUST0936,Telefone,2025-06-21 10:37:23.091023,Sucesso
CONT1081,CUST0084,Reunião,2025-06-15 10:37:23.091027,Falha
CONT1082,CUST0113,Telefone,2025-02-01 10:37:23.091032,Sucesso
CONT1083,CUST0737,Telefone,2025-06-30 10:37:23.091036,Falha
CONT1084,CUST0332,Telefone,2024-12-24 10:37:23.091040,Falha
CONT1085,CUST0378,Reunião,2025-06-15 10:37:23.091045,Não Atendido
CONT1086,CUST0755,Reunião,2024-12-26 10:37:23.091049,Não Atendido
CONT1087,CUST0655,Email,2025-03-06 10:37:23.091054,Sucesso
CONT1088,CUST0041,Reunião,2025-06-20 10:37:23.091059,Sucesso
CONT1089,CUST0935,Telefone,2024-08-21 10:37:23.091063,Não Atendido
CONT1090,CUST0770,Reunião,2025-03-13 10:37:23.091067,Sucesso
CONT1091,CUST0959,Telefone,2025-06-04 10:37:23.091072,Sucesso
CONT1092,CUST0797,Email,2024-08-23 10:37:23.091077,Sucesso
CONT1093,CUST0105,Chat,2025-02-06 10:37:23.091081,Sucesso
CONT1094,CUST0202,Email,2025-04-04 10:37:23.091086,Falha
CONT1095,CUST0450,Reunião,2025-02-09 10:37:23.091090,Sucesso
CONT1096,CUST0819,Telefone,2025-06-29 10:37:23.091094,Sucesso
CONT1097,CUST0843,Telefone,2024-11-20 10:37:23.091099,Não Atendido
CONT1098,CUST0973,Email,2025-08-04 10:37:23.091103,Falha
CONT1099,CUST0266,Telefone,2025-06-04 10:37:23.091108,Sucesso
CONT1100,CUST0910,Email,2025-07-09 10:37:23.091112,Sucesso
CONT1101,CUST0210,Email,2025-07-27 10:37:23.091117,Sucesso
CONT1102,CUST0563,Email,2025-05-02 10:37:23.091122,Sucesso
CONT1103,CUST0118,Email,2024-08-14 10:37:23.091126,Sucesso
CONT1104,CUST0713,Chat,2025-01-16 10:37:23.091131,Sucesso
CONT1105,CUST0377,Chat,2025-07-17 10:37:23.091135,Falha
CONT1106,CUST0551,Email,2025-06-29 10:37:23.091140,Sucesso
CONT1107,CUST0540,Reunião,2024-12-27 10:37:23.091144,Sucesso
CONT1108,CUST0771,Email,2025-04-27 10:37:23.091149,Sucesso
